audit_year,Country,Hospital/Site,Hospital Beds (HC),Diabetic Patients (BA),Prevalence of diabetes,Percentage White,Percentage emergency,Percentage Mangement of diabetes,Percentage other medical,Percentage Non Medical,Percentage Diabetes Type 1,Percentage Diabetes Type 2 - Insulin,Percentage Diabetes Type 2 - Non insulin,Percentage Diabetes Type 2 - Diet only,Percentage Diabetes Type Other,Nursing hours,Consultant hours,Dietician hours,Podiatrist hours, Blood Glucose monitoring Days , Appropriate Days , Good Diabetes Days ,Visit by specialist diabetes team,Medication errors,prescription errors,management errors,Insulin Errors,Admitted with foot disease,Seen by the MDT within 24 hours,Foot Risk Assessment completed within 24 hours,Foot Risk Assessment completed during the hospital stay,% Severe Hypo,% Minor Hypo,Meals Suitable,Meals Timing,Meals Choice,Staff Knowledge - Answer Qs,Staff Knowledge - Emotional support,Staff Knowledge - Work together,Overall Satisfaction,Patient reported unexpected high,Patient reported unexpected low,Able to take control of diabetes care,Staff aware of diabetes,some all or most staff know enough about diabetes,Percentage renal replacement therapy
2010,England,Hospital,464,70,15.10%,94.30%,97.00%,5.90%,76.50%,17.60%,3.00%,26.90%,56.70%,13.40%,0.00%, -   ,0.14, -   , -   ,6.43,5.37,4.85,25.40%,23.20%,15.90%,8.70%,11.60%,4.50%,66.70%,14.90%,35.70%,8.60%,25.70%,84.10%,75.00%,57.90%,58.30%,75.00%,35.00%,86.00%,19.50%,14.60%,69.00%,83.70%,69.00%,0.00%
2010,England,Hospital,157,19,12.10%,100.00%,89.50%,5.30%,63.20%,31.60%,5.30%,42.10%,31.60%,21.10%,0.00%,1.05, -   ,0.53,0.11,6.79,6.79,5.89,55.60%,22.20%,22.20%,0.00%,16.70%,11.10%,50.00%,27.80%,76.90%,5.30%,15.80%,83.30%,85.70%,75.00%,20.00%,42.90%,42.90%,75.00%,14.30%,0.00%,37.50%,87.50%,50.00%,0.00%
2010,England,Hospital,872,88,10.10%,95.50%,85.00%,3.60%,65.50%,31.00%,7.10%,36.90%,41.70%,14.30%,0.00%,0.41,0.09, -   ,0.05,6.74,6.46,4.45,39.70%,22.60%,15.50%,9.50%,13.10%,9.40%,25.00%,18.30%,15.60%,11.40%,13.60%,88.60%,85.00%,79.50%,75.00%,60.50%,62.80%,86.40%,20.50%,10.30%,70.50%,86.40%,71.40%,1.20%
2010,England,Hospital,376,51,13.60%,97.90%,96.00%,10.20%,53.10%,36.70%,12.20%,28.60%,38.80%,20.40%,0.00%,0.75,0.39,0.53,0.12,6.39,5.56,3.11,30.00%,43.80%,33.30%,25.00%,22.90%,10.00%,80.00%,20.40%,4.00%,11.80%,19.60%,91.70%,70.00%,81.80%,77.80%,36.40%,54.50%,72.70%,25.00%,41.70%,63.60%,91.70%,90.00%,0.00%
2010,England,Hospital,219,39,17.80%,100.00%,86.80%,0.00%,70.30%,29.70%,5.10%,41.00%,33.30%,20.50%,0.00%,0.77,0.36, -   ,0.69,6.32,5.98,4.07,28.60%,11.80%,5.90%,11.80%,5.90%,5.70%,50.00%,15.80%,6.70%,10.30%,23.10%,100.00%,77.80%,88.90%,40.00%,71.40%,62.50%,100.00%,22.20%,55.60%,66.70%,88.90%,55.60%,0.00%
2010,England,Hospital,509,68,13.40%,53.80%,89.10%,9.10%,78.80%,12.10%,2.90%,50.00%,38.20%,8.80%,0.00%,0.15,0.06,0.03,0.06,6.81,6.72,4.32,19.00%,44.80%,31.30%,23.90%,29.90%,7.50%,100.00%,51.50%,11.80%,11.80%,20.60%,70.00%,37.50%,43.80%,30.80%,70.60%,36.80%,84.20%,35.00%,30.00%,75.00%,91.30%,42.90%,0.00%
2010,England,Hospital,135,28,20.70%,32.10%,92.90%,10.70%,85.70%,3.60%,0.00%,25.00%,67.90%,7.10%,0.00%,3.71,0.07, -   ,0.61,6.75,6.5,4.88,59.30%,17.90%,0.00%,17.90%,10.70%,13.60%,66.70%,96.00%,61.90%,7.10%,7.10%,81.80%,45.50%,20.00%,75.00%,70.00%,50.00%,81.80%,0.00%,20.00%,50.00%,100.00%,81.80%,0.00%
2010,England,Hospital,440,72,16.40%,95.20%,75.70%,10.10%,59.40%,30.40%,5.70%,41.40%,38.60%,14.30%,0.00%,0.1,0.11,0.06, -   ,6.46,5.67,3.48,37.30%,43.90%,31.80%,21.20%,30.30%,11.30%,50.00%,27.80%,50.00%,9.70%,27.80%,79.40%,65.60%,63.60%,52.20%,62.50%,42.40%,75.80%,28.10%,28.10%,57.10%,97.10%,55.90%,10.00%
2010,England,Hospital,614,51,8.30%,95.80%,83.30%,9.80%,62.70%,27.50%,4.10%,42.90%,36.70%,16.30%,0.00%,1.37,0.18, -   ,0.25,6.75,6.56,3.75,31.30%,40.00%,35.60%,11.10%,17.80%,9.30%,0.00%,36.40%,52.20%,15.70%,15.70%,82.40%,64.70%,68.80%,53.80%,64.30%,18.80%,70.60%,26.70%,6.70%,81.30%,82.40%,52.90%,2.40%
2010,England,Hospital,356,47,13.20%,84.40%,86.70%,6.40%,80.90%,12.80%,2.20%,13.30%,66.70%,17.80%,0.00%,0.43,0.17,0.11, -   ,6.57,6.24,4.32,22.20%,19.50%,9.80%,17.10%,7.30%,4.40%,0.00%,8.70%,5.60%,12.80%,17.00%,91.70%,75.00%,75.00%,50.00%,75.00%,33.30%,75.00%,38.50%,23.10%,63.60%,69.20%,69.20%,0.00%
2010,England,Hospital,309,72,23.30%,55.60%,87.50%,21.40%,54.30%,24.30%,4.20%,40.30%,40.30%,15.30%,0.00%,0.36,0.22,0.13,0.03,6.66,5.51,2.79,32.30%,59.40%,47.80%,36.20%,34.80%,7.80%,60.00%,21.20%,19.00%,18.10%,23.60%,78.60%,61.50%,69.20%,70.00%,60.00%,35.70%,71.40%,42.90%,28.60%,53.80%,92.90%,85.70%,6.90%
2010,England,Hospital,398,67,16.80%,87.70%,90.90%,15.20%,63.60%,21.20%,6.00%,32.80%,29.90%,31.30%,0.00%,1.11,0.33,0.31,0.12,6.89,6.82,4.38,29.70%,46.90%,28.10%,31.30%,31.30%,13.60%,37.50%,28.80%,47.20%,9.00%,22.40%,72.70%,80.00%,47.60%,50.00%,70.00%,22.70%,73.90%,23.80%,19.00%,60.00%,95.70%,65.20%,13.60%
2010,England,Hospital,224,32,14.30%,90.30%,96.90%,3.30%,90.00%,6.70%,0.00%,29.00%,51.60%,19.40%,0.00%,0.94,0.03,0.06,0.06,6.62,6.55,5.73,20.70%,29.00%,29.00%,3.20%,16.10%,9.70%,0.00%,25.00%,0.00%,12.50%,21.90%,75.00%,57.10%,42.90%,50.00%,62.50%,25.00%,37.50%,11.10%,44.40%,77.80%,100.00%,50.00%,0.00%
2010,England,Hospital,370,50,13.50%,98.00%,93.80%,12.00%,64.00%,24.00%,6.00%,44.00%,38.00%,12.00%,0.00%,0.75,0.08,0.16,0.02,6.95,6.84,4.31,34.00%,55.30%,42.60%,21.30%,31.90%,10.00%,0.00%,6.00%,16.40%,8.00%,20.00%,86.40%,68.40%,68.20%,52.90%,83.30%,44.40%,82.60%,30.00%,20.00%,71.40%,100.00%,63.60%,2.00%
2010,England,Hospital,326,59,18.10%,100.00%,96.60%,8.60%,58.60%,32.80%,5.20%,29.30%,53.40%,12.10%,0.00%,0.64,0.41, -   , -   ,6.65,6.63,4.14,38.20%,15.80%,12.30%,5.30%,8.80%,8.90%,60.00%,57.60%,57.50%,13.60%,18.60%,93.10%,88.50%,86.20%,63.20%,63.00%,56.70%,90.30%,30.80%,15.40%,74.10%,96.60%,86.20%,1.80%
2010,England,Hospital,268,51,19.00%,98.00%,74.50%,24.00%,62.00%,14.00%,8.00%,42.00%,38.00%,12.00%,0.00%,0.59,0.04,0.04, -   ,6.78,6.75,4.05,37.80%,34.70%,20.40%,26.50%,20.40%,28.60%,71.40%,23.50%,35.70%,13.70%,27.50%,80.00%,64.70%,71.40%,54.50%,68.40%,38.10%,85.70%,40.00%,60.00%,57.10%,90.00%,57.10%,14.30%
2010,England,Hospital,205,32,15.60%,100.00%,100.00%,18.80%,78.10%,3.10%,12.50%,50.00%,31.30%,6.30%,0.00%,1.38,0.16,0.06,0.13,3.73,4.36,2.85,59.30%,40.00%,26.70%,16.70%,30.00%,12.90%,100.00%,19.40%,51.90%,9.40%,25.00%,90.50%,84.20%,71.40%,80.00%,70.00%,57.10%,95.20%,52.40%,33.30%,70.00%,90.50%,81.00%,0.00%
2010,England,Hospital,330,42,12.70%,95.10%,85.70%,7.50%,67.50%,25.00%,16.70%,33.30%,35.70%,14.30%,0.00%,0.36,0.31,0.18,0.29,6.58,6.74,3.22,23.10%,38.50%,23.10%,15.40%,25.60%,7.30%,66.70%,24.40%,19.40%,16.70%,33.30%,100.00%,100.00%,80.00%,55.60%,61.50%,57.10%,100.00%,37.50%,43.80%,40.00%,100.00%,61.50%,0.00%
2010,England,Site,370,36,9.70%,91.40%,90.90%,11.40%,68.60%,20.00%,11.10%,22.20%,61.10%,5.60%,0.00%, -   ,0.06, -   ,0.11,6.33,6,3.86,27.30%,38.50%,34.60%,19.20%,26.90%,8.30%,33.30%,8.80%,12.50%,5.60%,16.70%,85.70%,57.10%,62.50%,20.00%,71.40%,28.60%,57.10%,14.30%,14.30%,100.00%,75.00%,50.00%,2.90%
2010,England,Site,743,145,19.50%,66.90%,83.60%,9.00%,53.40%,37.60%,8.80%,33.10%,39.70%,18.40%,0.00%,0.61,0.19, -   ,0.03,6.1,5.48,3.37,37.10%,40.90%,29.90%,23.40%,32.10%,10.70%,58.30%,14.70%,39.20%,11.00%,28.30%,92.30%,64.80%,65.40%,52.80%,55.80%,43.90%,78.60%,33.30%,25.50%,69.40%,89.30%,64.90%,11.60%
2010,England,Hospital,368,49,13.30%,95.70%,79.20%,10.60%,61.70%,27.70%,6.30%,27.10%,50.00%,16.70%,0.00%,0.61,0.16,0.06,0.14,6.49,6.27,4.54,43.50%,24.40%,14.60%,9.80%,12.20%,6.50%,100.00%,19.10%,55.90%,8.20%,24.50%,85.00%,88.90%,83.30%,33.30%,66.70%,42.10%,90.00%,21.10%,10.50%,60.00%,100.00%,68.40%,0.00%
2010,England,Hospital,501,64,12.80%,92.10%,86.40%,6.30%,55.60%,38.10%,6.30%,25.40%,55.60%,12.70%,0.00%,0.74,0.94, -   ,0.4,5.37,5.69,3.63,25.00%,40.70%,24.10%,20.40%,20.40%,7.00%,66.70%,18.20%,26.10%,12.50%,34.40%,92.00%,83.30%,52.00%,28.60%,70.80%,23.10%,61.50%,40.90%,31.80%,56.50%,84.00%,65.40%,0.00%
2010,England,Hospital,447,60,13.40%,84.20%,87.90%,1.80%,74.50%,23.60%,0.00%,31.00%,50.00%,19.00%,0.00%,0.42,0.1,0.1,0.33,6.04,5.81,3.49,28.60%,32.10%,20.80%,13.20%,15.10%,14.30%,75.00%,59.60%,28.40%,8.30%,10.00%,100.00%,84.60%,75.00%,90.00%,87.50%,53.80%,92.90%,26.70%,26.70%,90.90%,75.00%,64.30%,1.70%
2010,England,Site,1211,156,12.90%,98.70%,75.70%,3.30%,61.60%,35.10%,7.70%,25.80%,48.40%,18.10%,0.00%, -   ,0.04,0.1,0.02,6.25,5.78,4.28,21.00%,37.70%,33.60%,9.80%,20.50%,5.40%,37.50%,11.30%,14.40%,9.00%,16.70%,90.70%,83.80%,63.20%,80.00%,66.70%,56.80%,88.90%,28.60%,33.30%,71.80%,88.60%,72.70%,3.30%
2010,England,Hospital,580,96,16.60%,100.00%,88.00%,7.80%,73.30%,18.90%,7.40%,22.10%,51.60%,18.90%,0.00%,0.45,0.07,0.08, -   ,5.12,4.7,2.9,15.40%,35.20%,25.30%,17.60%,18.70%,6.60%,33.30%,19.50%,10.60%,6.30%,18.80%,93.00%,82.10%,84.20%,50.00%,67.60%,44.20%,82.20%,21.40%,19.00%,72.50%,88.90%,61.90%,2.20%
2010,England,Hospital,148,22,14.90%,100.00%,100.00%,13.60%,77.30%,9.10%,9.10%,27.30%,50.00%,13.60%,0.00%,2.73,0.22,0.27, -   ,6.68,6.68,3.19,22.70%,45.00%,30.00%,20.00%,30.00%,4.50%,0.00%,4.50%,0.00%,18.20%,36.40%,66.70%,66.70%,100.00%,100.00%,33.30%,33.30%,100.00%,0.00%,33.30%,100.00%,100.00%,66.70%,0.00%
2010,England,Site,1571,213,13.60%,78.40%,80.40%,8.20%,61.10%,30.80%,10.00%,28.00%,45.50%,16.60%,0.00%,0.35,0.02, -   ,0.02,6.35,5.29,3.71,30.20%,47.20%,31.10%,25.90%,29.50%,3.50%,50.00%,0.00%,50.00%,16.40%,23.50%,90.30%,63.00%,62.50%,33.30%,62.70%,30.10%,72.60%,21.40%,27.10%,64.20%,87.80%,45.80%,4.90%
2010,England,Hospital,339,50,14.70%,96.00%,87.80%,6.00%,72.00%,22.00%,12.00%,20.00%,64.00%,4.00%,0.00%,0.08, -   , -   , -   ,6.72,6.12,4.43,40.50%,44.90%,36.70%,14.30%,22.40%,2.10%,0.00%,12.20%,29.60%,14.00%,34.00%,86.70%,71.40%,57.10%,60.00%,64.30%,56.30%,76.50%,26.70%,20.00%,50.00%,94.10%,82.40%,0.00%
2010,England,Site,542,85,15.70%,88.10%,90.60%,10.70%,66.70%,22.60%,9.80%,17.10%,45.10%,28.00%,0.00%,0.91,0.24,0.22,0.01,6.45,6.29,3.64,39.20%,31.00%,27.40%,10.70%,17.90%,15.00%,44.40%,60.00%,73.80%,12.90%,16.50%,83.70%,73.00%,71.80%,37.50%,66.70%,27.70%,77.60%,31.80%,29.50%,62.50%,87.50%,47.90%,2.60%
2010,England,Hospital,382,73,19.10%,88.90%,95.70%,11.00%,68.50%,20.50%,5.60%,27.80%,47.20%,19.40%,0.00%,0.51,0.59,0.21,0.08,5.28,5.81,3.92,12.70%,40.80%,26.80%,26.80%,31.00%,8.20%,66.70%,31.90%,17.90%,17.80%,28.80%,80.60%,74.20%,74.20%,52.20%,76.70%,33.30%,69.70%,25.80%,22.60%,72.40%,90.60%,59.40%,15.70%
2010,England,Hospital,315,59,18.70%,96.60%,94.70%,1.70%,72.40%,25.90%,5.30%,21.10%,47.40%,26.30%,0.00%,1.19,0.2,0.81,0.07,6.41,6.36,3.9,31.50%,42.10%,36.80%,15.80%,24.60%,10.30%,33.30%,19.60%,22.60%,15.30%,52.50%,95.00%,83.30%,65.00%,38.50%,55.60%,21.10%,85.00%,22.70%,36.40%,57.90%,82.60%,54.50%,1.70%
2010,England,Hospital,859,81,9.40%,98.80%,95.00%,9.90%,63.00%,27.20%,5.00%,38.80%,38.80%,17.50%,0.00%,0.47,0.12,0.02,0.32,6.46,6.48,4.04,28.40%,35.10%,28.60%,23.40%,20.80%,7.50%,50.00%,15.00%,6.70%,14.80%,33.30%,96.00%,70.80%,81.80%,58.30%,90.90%,33.30%,92.00%,31.80%,45.50%,44.00%,96.00%,68.00%,1.30%
2010,England,Hospital,300,38,12.70%,94.60%,89.20%,5.30%,52.60%,42.10%,13.20%,21.10%,36.80%,28.90%,0.00%,0.79,1.26, -   ,0.05,5.81,6.21,4.56,55.30%,39.50%,34.20%,18.40%,23.70%,5.60%,50.00%,15.80%,13.20%,7.90%,21.10%,84.60%,83.30%,71.40%,75.00%,50.00%,50.00%,92.90%,7.10%,35.70%,85.70%,86.70%,64.30%,0.00%
2010,England,Hospital,17,4,23.50%,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,25.00%,75.00%,0.00%,0.00%,0.5, -   , -   ,0.25,7,7,1.75,50.00%,75.00%,0.00%,75.00%,0.00%,0.00%,n/a,0.00%,100.00%,0.00%,0.00%,50.00%,100.00%,50.00%,0.00%,0.00%,50.00%,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%
2010,England,Hospital,465,84,18.10%,97.60%,95.00%,10.80%,74.70%,14.50%,8.30%,42.90%,27.40%,21.40%,0.00%,0.71,0.1,0.04,0.06,6.03,5.6,4.3,44.60%,23.80%,13.10%,15.50%,19.00%,10.30%,87.50%,44.20%,29.60%,7.10%,21.40%,90.60%,68.00%,55.20%,68.40%,51.70%,58.10%,87.10%,16.70%,26.70%,58.60%,75.00%,70.00%,0.00%
2010,England,Site,664,81,12.20%,100.00%,90.00%,12.80%,61.50%,25.60%,6.30%,40.50%,39.20%,13.90%,0.00%,0.56, -   , -   , -   ,6.17,5.87,4.1,45.30%,28.60%,24.70%,7.80%,19.50%,12.80%,62.50%,22.80%,16.90%,8.60%,23.50%,94.90%,75.00%,74.30%,65.50%,59.50%,52.60%,89.50%,15.80%,28.90%,72.20%,94.90%,81.10%,3.70%
2010,England,Hospital,400,58,14.50%,81.80%,91.20%,5.30%,57.90%,36.80%,5.40%,21.40%,53.60%,19.60%,0.00%,0.43,0.14,0.07,0.05,5.35,5.26,4.55,29.40%,25.50%,19.60%,13.70%,17.60%,14.00%,85.70%,18.20%,50.00%,6.90%,31.00%,86.70%,66.70%,81.30%,80.00%,64.30%,50.00%,81.30%,18.80%,43.80%,68.80%,93.80%,80.00%,0.00%
2010,England,Hospital,400,50,12.50%,90.00%,81.30%,4.40%,82.20%,13.30%,4.00%,14.00%,72.00%,10.00%,0.00%,0.8,0.48, -   , -   ,4.88,4.15,3.85,17.90%,28.90%,7.90%,28.90%,10.50%,2.10%,100.00%,43.50%,5.00%,12.00%,26.00%,81.80%,47.40%,55.00%,38.10%,35.30%,40.90%,81.80%,18.20%,27.30%,47.40%,77.30%,54.50%,0.00%
2010,England,Hospital,650,86,13.20%,89.70%,76.70%,9.40%,76.50%,14.10%,13.30%,36.10%,37.30%,13.30%,0.00%,0.66,0.28,0.14,0.05,5.8,5.19,2.27,27.40%,44.60%,32.40%,25.70%,33.80%,12.00%,80.00%,22.50%,18.30%,7.00%,18.60%,84.10%,82.10%,74.40%,66.70%,70.00%,47.70%,84.10%,29.50%,29.50%,58.10%,90.70%,68.90%,11.10%
2010,England,Hospital,786,88,11.20%,91.30%,67.50%,13.60%,59.30%,27.20%,9.30%,24.40%,51.20%,15.10%,0.00%,0.47,0.31, -   , -   ,5.99,5.18,3.38,14.90%,30.00%,18.80%,18.80%,12.50%,9.40%,66.70%,17.40%,11.50%,15.90%,26.10%,94.70%,78.90%,73.70%,50.00%,88.90%,40.00%,85.00%,33.30%,22.20%,65.00%,100.00%,61.10%,0.00%
2010,England,Site,788,111,14.10%,99.10%,94.20%,12.10%,52.30%,35.50%,3.80%,33.70%,50.00%,12.50%,0.00%,0.5,0.17,0.07,0.25,5.37,5.37,3.04,39.20%,49.40%,32.20%,29.90%,27.60%,25.30%,11.80%,0.00%,28.20%,10.80%,23.40%,73.00%,61.10%,65.70%,44.40%,78.80%,36.10%,71.10%,24.30%,35.10%,60.50%,80.00%,52.90%,0.00%
2010,England,Hospital,663,96,14.50%,94.70%,89.50%,7.40%,66.00%,26.60%,9.40%,33.30%,39.60%,17.70%,0.00%,1.01,0.15, -   ,0.02,5.69,5.31,4.02,29.70%,35.50%,28.00%,15.10%,21.50%,11.60%,70.00%,30.50%,17.50%,6.30%,22.90%,96.90%,77.40%,79.30%,50.00%,65.50%,46.90%,81.30%,34.40%,28.10%,71.00%,93.50%,68.80%,0.00%
2010,England,Hospital,300,44,14.70%,77.30%,82.50%,4.70%,65.10%,30.20%,9.50%,33.30%,42.90%,14.30%,0.00%,0.67,0.18,0.07,0.07,6.49,5.58,3.93,33.30%,28.60%,21.40%,11.90%,16.70%,2.30%,0.00%,9.10%,0.00%,11.40%,22.70%,94.70%,70.60%,80.00%,41.70%,66.70%,40.00%,84.20%,25.00%,30.00%,83.30%,95.00%,75.00%,0.00%
2010,England,Hospital,525,69,13.10%,96.90%,92.80%,7.50%,76.10%,16.40%,7.50%,28.40%,46.30%,17.90%,0.00%,0.28,0.11,0.07,0.04,6.52,5.85,3.11,21.40%,53.10%,37.50%,34.40%,31.30%,4.60%,50.00%,12.30%,4.80%,17.40%,29.00%,95.20%,77.80%,68.40%,57.10%,73.70%,36.80%,85.00%,15.80%,31.60%,66.70%,95.20%,70.00%,6.00%
2010,England,Hospital,203,28,13.80%,100.00%,88.90%,3.70%,77.80%,18.50%,0.00%,14.30%,50.00%,35.70%,0.00%,0.71,0.07, -   ,0.04,6.89,6.46,4.73,33.30%,36.00%,32.00%,16.00%,16.00%,7.40%,0.00%,18.50%,0.00%,7.10%,28.60%,100.00%,100.00%,100.00%,100.00%,40.00%,57.10%,71.40%,0.00%,33.30%,80.00%,83.30%,83.30%,0.00%
2010,England,Hospital,350,36,10.30%,69.40%,80.60%,0.00%,63.60%,36.40%,5.60%,27.80%,55.60%,11.10%,0.00%,1.67,0.28, -   ,0.11,6.72,6.1,3.49,18.20%,37.50%,34.40%,18.80%,18.80%,9.40%,33.30%,8.80%,24.50%,11.10%,27.80%,90.90%,75.00%,75.00%,75.00%,88.90%,20.00%,70.00%,18.20%,36.40%,72.70%,81.80%,50.00%,2.90%
2010,England,Hospital,382,85,22.30%,51.80%,81.90%,1.20%,77.60%,21.20%,4.80%,31.00%,48.80%,15.50%,0.00%,0.35,0.09, -   ,0.24,6.46,6.42,4.59,18.30%,37.00%,25.90%,17.30%,22.20%,4.80%,100.00%,26.80%,63.60%,10.60%,24.70%,87.50%,75.00%,68.80%,45.50%,80.00%,31.30%,75.00%,21.40%,28.60%,68.80%,93.80%,68.80%,1.20%
2010,England,Hospital,97,16,16.50%,100.00%,43.80%,0.00%,40.00%,60.00%,0.00%,14.30%,42.90%,42.90%,0.00%,1.59,2.63, -   , -   ,2.95,2.95,3.69,12.50%,30.00%,10.00%,20.00%,10.00%,6.30%,100.00%,0.00%,0.00%,6.30%,12.50%,83.30%,100.00%,54.50%,14.30%,90.00%,69.20%,85.70%,15.40%,15.40%,40.00%,61.50%,66.70%,0.00%
2010,England,Hospital,204,49,24.00%,100.00%,80.40%,10.40%,58.30%,31.30%,11.10%,37.80%,26.70%,24.40%,0.00%,0.31, -   , -   ,0.04,6.61,6.57,3.06,19.00%,26.70%,15.60%,15.60%,20.00%,13.30%,60.00%,15.90%,9.80%,4.10%,12.20%,86.50%,78.80%,81.30%,63.60%,38.20%,68.60%,86.50%,31.30%,12.50%,51.50%,97.30%,88.90%,0.00%
2010,England,Hospital,164,39,23.80%,100.00%,81.60%,10.50%,68.40%,21.10%,2.80%,33.30%,41.70%,22.20%,0.00%,1.21,0.36,0.13,0.72,5.73,5.72,2.9,24.30%,52.60%,28.90%,39.50%,26.30%,16.70%,0.00%,17.90%,12.50%,10.30%,20.50%,93.80%,93.50%,90.30%,75.00%,75.00%,53.30%,80.00%,32.30%,12.90%,65.20%,81.80%,71.00%,0.00%
2010,England,Hospital,328,43,13.10%,90.60%,83.30%,12.50%,60.00%,27.50%,5.00%,35.00%,42.50%,17.50%,0.00%,1.14,0.19, -   , -   ,6.36,6.32,3.58,47.60%,34.40%,31.30%,15.60%,31.30%,15.60%,0.00%,24.30%,15.40%,20.90%,25.60%,100.00%,91.70%,71.40%,90.00%,30.80%,64.30%,92.90%,18.20%,45.50%,83.30%,100.00%,69.20%,2.60%
2010,England,Hospital,239,37,15.50%,91.70%,76.50%,9.40%,53.10%,37.50%,6.30%,43.80%,37.50%,12.50%,0.00%,1.46,0.41, -   , -   ,5.98,5.28,3.23,31.00%,29.40%,23.50%,11.80%,11.80%,14.30%,20.00%,19.40%,2.60%,5.40%,13.50%,100.00%,75.00%,70.00%,72.70%,66.70%,50.00%,93.30%,18.80%,37.50%,60.00%,93.80%,73.30%,2.70%
2010,England,Site,647,129,19.90%,85.90%,80.30%,6.20%,53.50%,40.30%,10.30%,27.80%,46.00%,15.90%,0.00%,0.25,0.11,0.25,0.42,5.76,5.64,4.64,24.30%,17.00%,5.70%,12.30%,11.30%,5.80%,100.00%,0.00%,13.40%,7.00%,14.70%,91.40%,60.00%,54.30%,72.70%,82.90%,54.30%,91.40%,11.40%,17.10%,71.40%,86.10%,65.70%,0.80%
2010,England,Hospital,450,48,10.70%,100.00%,87.20%,8.30%,77.10%,14.60%,2.10%,27.10%,43.80%,27.10%,0.00%,1.25,0.5, -   ,0.04,6.42,5.52,4.12,37.80%,22.90%,8.30%,18.80%,4.20%,11.90%,0.00%,12.20%,2.10%,12.50%,25.00%,82.60%,63.60%,68.20%,37.50%,66.70%,36.40%,86.40%,38.90%,38.90%,40.90%,84.00%,71.40%,0.00%
2010,England,Site,1074,197,18.30%,54.40%,79.70%,9.70%,69.90%,20.40%,4.20%,36.30%,47.40%,12.10%,0.00%,0.62,0.13,0.03,0.1,6.33,6.13,3.24,34.20%,43.90%,29.60%,26.50%,27.00%,16.60%,60.00%,0.00%,23.10%,11.20%,26.40%,72.00%,65.10%,66.70%,57.60%,57.50%,42.00%,78.00%,50.00%,26.10%,57.10%,91.80%,62.50%,18.50%
2010,England,Hospital,345,58,16.80%,77.80%,87.50%,17.90%,53.60%,28.60%,5.20%,25.90%,56.90%,12.10%,0.00%,0.9,0.21,0.03,0.07,6.8,6.43,3.29,34.70%,30.90%,16.40%,20.00%,18.20%,19.30%,90.90%,32.10%,33.90%,13.80%,15.50%,66.70%,57.10%,40.00%,60.00%,70.00%,30.80%,69.20%,35.70%,21.40%,41.70%,100.00%,38.50%,5.50%
2010,England,Hospital,510,55,10.80%,96.40%,92.60%,11.10%,68.50%,20.40%,0.00%,33.30%,50.00%,16.70%,0.00%,0.51,0.04, -   ,0.02,6.44,6.22,4.31,67.30%,22.00%,18.00%,12.00%,16.00%,8.20%,66.70%,24.50%,39.20%,16.40%,16.40%,88.20%,88.20%,70.60%,45.50%,75.00%,50.00%,76.50%,35.30%,29.40%,50.00%,100.00%,76.50%,0.00%
2010,England,Hospital,401,50,12.50%,100.00%,75.50%,6.40%,57.40%,36.20%,8.20%,24.50%,38.80%,28.60%,0.00%,0.26,0.36, -   ,0.06,5.56,5.69,3.98,29.70%,41.70%,30.60%,25.00%,27.80%,4.30%,50.00%,6.40%,51.20%,20.00%,20.00%,87.50%,85.70%,85.70%,25.00%,62.50%,12.50%,75.00%,28.60%,0.00%,71.40%,75.00%,50.00%,0.00%
2011,England,Hospital,422,60,14.20%,93.10%,83.10%,8.30%,65.00%,26.70%,8.30%,21.70%,33.30%,33.30%,3.30%,1.1,0.17,0.07,0.05,6.9,6.7,4.78,41.70%,23.60%,10.90%,14.50%,14.50%,6.90%,50.00%,15.50%,29.30%,5.00%,23.30%,81.50%,70.80%,56.50%,62.50%,85.70%,39.30%,70.40%,18.50%,14.80%,73.90%,79.30%,69.20%,1.70%
2011,England,Hospital,280,28,10.00%,100.00%,92.90%,7.10%,60.70%,32.10%,14.30%,21.40%,39.30%,21.40%,3.60%,0.36,0.71,0.21, -   ,6.91,6.59,3.57,20.00%,50.00%,23.10%,34.60%,26.90%,0.00%,n/a,13.60%,27.30%,7.10%,14.30%,91.30%,100.00%,75.00%,69.20%,86.70%,52.20%,95.70%,26.10%,21.70%,72.70%,100.00%,82.60%,0.00%
2011,England,Hospital,242,43,17.80%,100.00%,95.20%,4.70%,62.80%,32.60%,9.30%,30.20%,41.90%,18.60%,0.00%,0.51,0.09,0.49,0.02,6.82,6.64,3.88,22.00%,33.30%,15.40%,20.50%,23.10%,0.00%,n/a,33.30%,41.00%,11.60%,20.90%,87.50%,81.30%,64.70%,54.50%,90.00%,44.40%,84.20%,18.80%,50.00%,68.80%,82.40%,62.50%,0.00%
2011,England,Hospital,350,40,11.40%,100.00%,95.00%,7.90%,73.70%,18.40%,7.50%,32.50%,42.50%,17.50%,0.00%,1.03,0.48,0.05,0.13,6.61,6.59,3.83,27.50%,35.90%,17.90%,23.10%,12.80%,8.60%,33.30%,13.50%,27.00%,5.00%,25.00%,95.80%,86.40%,78.90%,66.70%,84.20%,72.00%,92.00%,39.10%,26.10%,60.00%,88.00%,76.20%,2.50%
